recorded_time,agg_level,product_type,country,year,quarter,month,brand,total_market_size_count,market_share_count_pct
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Macbeth Footwear,83,0.5533333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,KangaROOs,56,0.3733333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Athletic Propulsion Labs,57,0.38
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Heelys,52,0.3466666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Topo Athletic,48,0.32
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Craft,63,0.42
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Wilson Sporting Goods,49,0.3266666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,La Sportiva,38,0.2533333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Li-Ning,21,0.1399999999999999
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Nike,2573,17.153333333333336
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Adidas,1938,12.920000000000002
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Hoka One One,1314,8.76
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,On,1030,6.866666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Skechers,942,6.279999999999999
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Jordan Brand,627,4.18
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,New Balance,626,4.173333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Under Armour,510,3.4000000000000004
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,VEJA,408,2.72
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Asics,384,2.56
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Puma,331,2.2066666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Converse,299,1.9933333333333327
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Salomon,237,1.58
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Reebok,274,1.8266666666666669
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Saucony,272,1.8133333333333328
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Brooks Sports,209,1.393333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Lululemon,199,1.3266666666666669
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,The North Face,202,1.346666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Altra Running,195,1.3
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Anta Sports,206,1.3733333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,K-Swiss,135,0.8999999999999999
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Timberland,106,0.7066666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Merrell,123,0.8200000000000001
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Mizuno,118,0.7866666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Kappa,129,0.86
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Lacoste,104,0.6933333333333334
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Vans,100,0.6666666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Xero Shoes,130,0.8666666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Cariuma,100,0.6666666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Autry,103,0.6866666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Fila,73,0.4866666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Diadora,68,0.4533333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Champion,75,0.5
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,AND1,57,0.38
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Arc'teryx,64,0.4266666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Spira,64,0.4266666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Keds,64,0.4266666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Allbirds,63,0.42
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,British Knights,75,0.5
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Macbeth Footwear,64,0.4266666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,KangaROOs,56,0.3733333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Athletic Propulsion Labs,51,0.3399999999999999
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Heelys,59,0.3933333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Topo Athletic,45,0.3
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Craft,73,0.4866666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Wilson Sporting Goods,57,0.38
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,La Sportiva,46,0.3066666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Li-Ning,22,0.1466666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Nike,2611,17.406666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Adidas,2006,13.373333333333337
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Hoka One One,1283,8.553333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,On,1055,7.033333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Skechers,882,5.88
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Jordan Brand,666,4.44
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,New Balance,645,4.3
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Under Armour,537,3.58
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,VEJA,378,2.52
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Asics,389,2.5933333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Puma,344,2.293333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Converse,311,2.0733333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Salomon,281,1.8733333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Reebok,260,1.7333333333333332
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Saucony,238,1.586666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Brooks Sports,196,1.3066666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Lululemon,177,1.18
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,The North Face,178,1.1866666666666663
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Altra Running,211,1.4066666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Anta Sports,198,1.32
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,K-Swiss,105,0.7000000000000001
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Timberland,130,0.8666666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Merrell,134,0.8933333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Mizuno,134,0.8933333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Kappa,125,0.8333333333333334
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Lacoste,107,0.7133333333333334
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Vans,100,0.6666666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Xero Shoes,91,0.6066666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Cariuma,105,0.7000000000000001
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Autry,87,0.58
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Fila,61,0.4066666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Diadora,72,0.48
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Champion,61,0.4066666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,AND1,67,0.4466666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Arc'teryx,56,0.3733333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Spira,47,0.3133333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Keds,66,0.44
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Allbirds,63,0.42
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,British Knights,73,0.4866666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Macbeth Footwear,76,0.5066666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,KangaROOs,49,0.3266666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Athletic Propulsion Labs,53,0.3533333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Heelys,49,0.3266666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Topo Athletic,67,0.4466666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Craft,50,0.3333333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Wilson Sporting Goods,60,0.4
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,La Sportiva,35,0.2333333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Li-Ning,31,0.2066666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Nike,2549,16.993333333333332
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Adidas,1930,12.866666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Hoka One One,1296,8.64
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,On,1085,7.233333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Skechers,897,5.98
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Jordan Brand,636,4.24
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,New Balance,678,4.52
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Under Armour,545,3.6333333333333337
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,VEJA,354,2.36
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Asics,356,2.373333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Puma,326,2.1733333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Converse,346,2.306666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Salomon,244,1.6266666666666665
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Reebok,260,1.7333333333333332
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Saucony,281,1.8733333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Brooks Sports,204,1.36
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Lululemon,210,1.4
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,The North Face,191,1.2733333333333332
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Altra Running,200,1.3333333333333337
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Anta Sports,194,1.2933333333333332
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,K-Swiss,150,1.0
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Timberland,125,0.8333333333333334
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Merrell,142,0.9466666666666668
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Mizuno,146,0.9733333333333334
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Kappa,135,0.8999999999999999
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Lacoste,99,0.66
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Vans,122,0.8133333333333332
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Xero Shoes,94,0.6266666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Cariuma,117,0.7799999999999999
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Autry,87,0.58
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Fila,47,0.3133333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Diadora,62,0.4133333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Champion,79,0.5266666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,AND1,59,0.3933333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Arc'teryx,72,0.48
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Spira,57,0.38
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Keds,70,0.4666666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Allbirds,58,0.3866666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,British Knights,68,0.4533333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Macbeth Footwear,82,0.5466666666666666
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,KangaROOs,50,0.3333333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Athletic Propulsion Labs,48,0.32
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Heelys,43,0.2866666666666667
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Topo Athletic,44,0.2933333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Craft,50,0.3333333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Wilson Sporting Goods,47,0.3133333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,La Sportiva,35,0.2333333333333333
2025-01-16,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Li-Ning,30,0.2
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Nike,10342,17.236666666666668
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Adidas,7838,13.063333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Hoka One One,5211,8.685
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,On,4190,6.983333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Skechers,3628,6.046666666666667
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Jordan Brand,2577,4.295
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,New Balance,2616,4.36
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Under Armour,2065,3.4416666666666664
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,VEJA,1525,2.5416666666666665
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Asics,1530,2.55
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Puma,1278,2.13
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Converse,1288,2.1466666666666665
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Salomon,996,1.66
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Reebok,1017,1.695
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Saucony,1038,1.73
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Brooks Sports,829,1.3816666666666666
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Lululemon,786,1.31
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,The North Face,776,1.2933333333333332
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Altra Running,812,1.3533333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Anta Sports,789,1.315
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,K-Swiss,533,0.8883333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Timberland,485,0.8083333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Merrell,546,0.91
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Mizuno,534,0.89
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Kappa,498,0.83
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Lacoste,408,0.6799999999999999
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Vans,426,0.7100000000000001
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Xero Shoes,432,0.72
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Cariuma,434,0.7233333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Autry,380,0.6333333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Fila,252,0.42
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Diadora,257,0.4283333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Champion,282,0.47
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,AND1,260,0.4333333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Arc'teryx,264,0.44
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Spira,227,0.3783333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Keds,274,0.4566666666666666
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Allbirds,248,0.4133333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,British Knights,290,0.4833333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Macbeth Footwear,305,0.5083333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,KangaROOs,211,0.3516666666666667
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Athletic Propulsion Labs,209,0.3483333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Heelys,203,0.3383333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Topo Athletic,204,0.3399999999999999
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Craft,236,0.3933333333333333
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Wilson Sporting Goods,213,0.355
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,La Sportiva,154,0.2566666666666666
2025-01-16,product_type.country.year.brand,athletic_footwear,USA,2022,,,Li-Ning,104,0.1733333333333333
2025-01-16,product_type.country.year,athletic_footwear,USA,2023,,,,60000,100.0
2025-01-16,product_type.country.year.quarter,athletic_footwear,USA,2023,Q1,,,15000,25.0
2025-01-16,product_type.country.year.quarter,athletic_footwear,USA,2023,Q2,,,15000,25.0
2025-01-16,product_type.country.year.quarter,athletic_footwear,USA,2023,Q3,,,15000,25.0
2025-01-16,product_type.country.year.quarter,athletic_footwear,USA,2023,Q4,,,15000,25.0
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q1,January,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q1,February,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q1,March,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q2,April,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q2,May,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q2,June,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q3,July,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q3,August,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q3,September,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q4,October,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q4,November,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month,athletic_footwear,USA,2023,Q4,December,,5000,8.333333333333332
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Nike,697,13.94
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Adidas,482,9.64
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Hoka One One,566,11.32
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,On,424,8.48
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Skechers,268,5.36
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Jordan Brand,203,4.06
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,New Balance,168,3.36
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Under Armour,202,4.04
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,VEJA,127,2.54
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Asics,195,3.9
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Puma,219,4.38
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Converse,92,1.84
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Salomon,86,1.72
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Reebok,99,1.98
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Saucony,178,3.56
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Brooks Sports,87,1.7399999999999998
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Lululemon,61,1.22
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,The North Face,61,1.22
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Altra Running,52,1.04
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Anta Sports,57,1.14
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,K-Swiss,35,0.7000000000000001
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Timberland,42,0.84
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Merrell,49,0.98
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Mizuno,41,0.8200000000000001
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Kappa,44,0.88
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Lacoste,31,0.62
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Vans,29,0.58
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Xero Shoes,29,0.58
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Cariuma,29,0.58
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Autry,35,0.7000000000000001
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Fila,16,0.32
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Diadora,22,0.44
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Champion,18,0.36
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,AND1,17,0.3399999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Arc'teryx,19,0.38
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Spira,17,0.3399999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2023,Q1,January,Keds,30,0.6
