recorded_time,agg_level,product_type,country,year,quarter,month,brand,brand_tier,parent_company,product_category,total_market_size_rev,market_share_rev_pct,average_unit_price,market_share_unit_sold,market_share_unit_pct
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,December,Kappa,,,,932281.2313889312,0.0673779383935597,102.18,9123.91105293532,0.0717689378603246
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,December,Topo Athletic,,,,628805.523673192,0.0454451064862287,119.25,5273.002294953392,0.04147758256829
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,December,Autry,,,,566488.686330153,0.040941336715893,94.14,6017.513132888815,0.0473339255065451
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,December,Altra Running,,,,420586.61342232727,0.0303966850068477,131.99,3186.5036246861678,0.0250651260523004
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,December,Arc'teryx,,,,351842.68363585847,0.0254284156583558,142.39,2470.978886409569,0.0194367885793723
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,December,Xero Shoes,,,,244628.6574010679,0.0176798309916765,116.11,2106.8698424000336,0.0165726967220218
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,December,Lacoste,,,,118633.8203815782,0.0085739173673527,107.87,1099.7851152459273,0.0086509402752673
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Nike,,,,808317151.9755403,25.35,,6173163.107310031,23.13715791915845
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Skechers,,,,335443646.50030315,10.52,,3364029.3204784244,12.608459598357344
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Jordan Brand,,,,272627678.4769574,8.55,,1744902.338096079,6.539934268419163
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Under Armour,,,,259554304.4213372,8.14,,2092413.583615284,7.842414443734816
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Adidas,,,,221290770.60000983,6.94,,1533647.3654373048,5.748145751147433
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Asics,,,,197694924.74352467,6.200000000000001,,1687439.5455076145,6.324562394473247
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Hoka One One,,,,177925432.2691722,5.58,,1229435.919093931,4.607954223318304
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,New Balance,,,,162620018.74064124,5.1,,1449328.1636895656,5.432115435320424
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Puma,,,,145401428.52104396,4.5600000000000005,,1254957.8141542843,4.7036108755309005
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Saucony,,,,140618486.793378,4.409999999999999,,1106687.27767207,4.147889479916875
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Converse,,,,79715695.46109864,2.5,,1196632.266098545,4.48500537416498
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Brooks Sports,,,,68555498.09654483,2.15,,559134.3672109997,2.095648523666964
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,On,,,,63772556.36887892,2.0,,454169.9444602008,1.702239442639652
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Vans,,,,57395300.73199102,1.7999999999999998,,948432.8435305096,3.5547482052590813
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Allbirds,,,,38263533.82132735,1.2,,387936.0134843764,1.4539931394147136
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Fila,,,,10020829.85676578,0.3142677799774059,,125422.11761617352,0.4700849939319336
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Reebok,,,,9672929.09093222,0.3033571066206347,,93182.0884462772,0.3492486198956072
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Mizuno,,,,9607950.227444904,0.3013192750771896,,72425.70002648729,0.2714531966495594
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Timberland,,,,8191348.726109926,0.2568925943231378,,60954.46038568436,0.2284587255034014
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Salomon,,,,8125976.438613882,0.2548424244313144,,69359.86852555415,0.2599623893668841
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Merrell,,,,8005909.017065823,0.2510769356886786,,72893.17198446611,0.273205292346128
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Champion,,,,7427328.309715902,0.232931804293812,,88884.94646444506,0.3331428324886679
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Keds,,,,7313037.88735128,0.2293474906368988,,125763.00049024532,0.4713626308179566
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Anta Sports,,,,6789785.657796796,0.2129375406725962,,56399.40991519949,0.2113862911236026
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,The North Face,,,,6543735.836185477,0.2052210608693374,,49087.6802288214,0.18398175936652
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Li-Ning,,,,6513065.575701039,0.2042591969507254,,56704.24829383817,0.212528832408156
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,La Sportiva,,,,6233448.051405889,0.1954899852328271,,39649.59201409198,0.1486075867287426
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Diadora,,,,5565358.478457364,0.1745377257974643,,48943.89135540596,0.1834428353476014
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Athletic Propulsion Labs,,,,5533425.936304025,0.1735362748921993,,37345.37177328232,0.1399713160413534
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,VEJA,,,,5520464.908977591,0.1731297982488148,,40240.02139874722,0.1508205297006695
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Lululemon,,,,5505746.582224936,0.1726682101428741,,40451.54548286051,0.1516133268538889
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Wilson Sporting Goods,,,,5498030.773547248,0.172426231175211,,43848.56363721098,0.1643454293636028
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,AND1,,,,4518160.898382464,0.1416960885885808,,60054.555538215165,0.225085861348321
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,British Knights,,,,4453566.456504604,0.1396703130651964,,54135.99906577307,0.2029029749777676
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,K-Swiss,,,,4049695.135289405,0.1270043217921137,,37608.03910860908,0.1409557992814711
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Macbeth Footwear,,,,3447672.5035368823,0.1081240175976182,,31450.946926964258,0.1178788755629257
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Spira,,,,3171521.711940556,0.0994635276527275,,27070.75643498428,0.1014618204216274
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Cariuma,,,,2730472.526853923,0.0856315845662538,,23967.78307629305,0.0898318045981406
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,KangaROOs,,,,2704584.191317758,0.0848196887599631,,24009.213869054176,0.089987088166413
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Heelys,,,,2581956.366457777,0.0809739020503739,,38675.04902751572,0.1449549771042338
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Craft,,,,2185226.9178501163,0.0685318902761285,,18448.263868086968,0.0691445191112453
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Kappa,,,,2148431.687111069,0.0673779383935597,,19147.59680884835,0.0717656351270047
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Topo Athletic,,,,1449075.3075413622,0.0454451064862286,,11066.66882716224,0.0414781303915126
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Autry,,,,1305466.8517657707,0.040941336715893,,12628.736362834838,0.0473327955971751
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Altra Running,,,,969237.1540131276,0.0303966850068477,,6687.244179405987,0.0250639456520549
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Arc'teryx,,,,810817.5354718918,0.0254284156583558,,5185.836800450448,0.0194366361149477
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Xero Shoes,,,,563744.0092544719,0.0176798309916765,,4421.774159562931,0.016572911687934
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q1,,Lacoste,,,,273390.314305808,0.0085739173673527,,2308.033374517819,0.0086505624006064
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Nike,,,,827758690.4598253,25.35,,6133975.8522733655,23.137240286125973
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Skechers,,,,343511693.24013263,10.52,,3342750.3055394497,12.608790594948768
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Jordan Brand,,,,279184883.76455647,8.55,,1733821.0762159412,6.539940133394899
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Under Armour,,,,265797070.62496957,8.14,,2079129.3296199297,7.842436299699419
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Adidas,,,,226613227.2895932,6.940000000000001,,1523878.5617346256,5.748040960523619
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Asics,,,,202449857.2327778,6.200000000000001,,1676720.7220144738,6.324558683027334
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Hoka One One,,,,182204871.50950003,5.580000000000001,,1221611.2707240651,4.607894486005672
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,New Balance,,,,166531334.17534947,5.1000000000000005,,1440097.4463250237,5.432020186174927
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Puma,,,,148898604.67443013,4.5600000000000005,,1246968.7530121794,4.703542427060712
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Saucony,,,,144000624.25750807,4.41,,1099662.446874492,4.147905841124995
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Converse,,,,81633006.94870071,2.5,,1189033.3665717626,4.485011250964757
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Brooks Sports,,,,70204385.97588262,2.1500000000000004,,555570.9289895588,2.09560298077365
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,On,,,,65306405.55896057,2.0,,451286.1712046522,1.7022428572323125
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Vans,,,,58775765.00306451,1.7999999999999998,,942387.446088132,3.554667528514746
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Allbirds,,,,39183843.335376345,1.2,,385462.1552512841,1.4539559206043466
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Fila,,,,10261849.546659332,0.314267779977406,,124628.25746248385,0.4700954175230348
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Reebok,,,,9905581.117080009,0.3033571066206347,,92592.9394936194,0.3492588072495594
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Mizuno,,,,9839039.390461473,0.3013192750771896,,71963.46847676804,0.2714448348134499
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Timberland,,,,8388365.974980186,0.2568925943231379,,60567.65275422156,0.2284600345829028
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Salomon,,,,8321421.361770092,0.2548424244313144,,68919.28611167619,0.2599622368130333
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Merrell,,,,8198466.0942929555,0.2510769356886786,,72427.43751991693,0.2731949172225094
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Champion,,,,7605969.439396065,0.2329318042938121,,88322.24950204308,0.3331498458023061
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Keds,,,,7488930.118731614,0.2293474906368988,,124970.35641964016,0.4713858082849133
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Anta Sports,,,,6953092.694946118,0.2129375406725963,,56041.21670413978,0.211386403865607
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,The North Face,,,,6701124.915186543,0.2052210608693374,,48775.97255077141,0.1839820410571757
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Li-Ning,,,,6669716.977605838,0.2042591969507254,,56343.79615280242,0.2125277277928534
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,La Sportiva,,,,6383374.129165113,0.1954899852328272,,39397.97016776692,0.1486083943775887
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Diadora,,,,5699215.753133932,0.1745377257974643,,48632.60376037493,0.1834412567057497
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Athletic Propulsion Labs,,,,5666515.17365062,0.1735362748921993,,37108.620251576045,0.139973010022383
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,VEJA,,,,5653242.409389064,0.1731297982488149,,39985.52186366433,0.1508246282030708
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Lululemon,,,,5638170.0793651845,0.1726682101428741,,40195.37074204562,0.1516161741823532
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Wilson Sporting Goods,,,,5630268.691065714,0.1724262311752111,,43569.94963236192,0.1643450215939059
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,AND1,,,,4626831.113742132,0.1416960885885808,,59672.50923405874,0.2250835702447036
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,British Knights,,,,4560683.054791356,0.1396703130651965,,53792.41100570496,0.2029039515288877
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,K-Swiss,,,,4147097.8733482566,0.1270043217921137,,37369.21028649176,0.1409559506793437
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Macbeth Footwear,,,,3530595.4719471238,0.1081240175976182,,31250.96175127837,0.1178780335341359
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Spira,,,,3247802.737606956,0.0994635276527275,,26898.79966128836,0.1014617608807398
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Cariuma,,,,2796145.495170102,0.0856315845662538,,23814.76462397182,0.0898288393584325
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,KangaROOs,,,,2769634.496771482,0.0848196887599631,,23856.39510804234,0.0899858687528032
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Heelys,,,,2644057.243496636,0.0809739020503739,,38428.30660127826,0.144950841841539
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Craft,,,,2237785.710047519,0.0685318902761285,,18331.2562214517,0.0691451499250812
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Kappa,,,,2200105.485228236,0.0673779383935597,,19025.64647435492,0.0717643767562092
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Topo Athletic,,,,1483928.2774299004,0.0454451064862286,,10996.417585424791,0.0414782780513
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Autry,,,,1336865.7698470373,0.040941336715893,,12548.394363280651,0.0473323049487861
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Altra Running,,,,992549.1193525876,0.0303966850068477,,6644.8459956040415,0.0250642327533148
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Arc'teryx,,,,830319.2128532062,0.0254284156583558,,5152.917773877213,0.0194367078678113
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Xero Shoes,,,,577303.1064781537,0.0176798309916765,,4393.578691720698,0.0165724952876476
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q2,,Lacoste,,,,279965.8624106785,0.0085739173673527,,2293.394731259081,0.0086506413207366
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Nike,,,,781964572.1472931,25.35,,5670029.561663063,23.137212394433067
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Skechers,,,,324507585.7589556,10.520000000000003,,3089873.717868176,12.608587610489222
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Jordan Brand,,,,263739530.25086215,8.550000000000002,,1602676.2704509988,6.539906161982397
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Under Armour,,,,251092371.4902945,8.14,,1921837.012838596,7.842278540164645
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Adidas,,,,214076297.06912088,6.940000000000001,,1408631.5617606996,5.748084251680663
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Asics,,,,191249717.8427305,6.200000000000001,,1549928.2600375942,6.32466179560898
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Hoka One One,,,,172124746.0584574,5.58,,1129244.4211351764,4.608012662524776
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,New Balance,,,,157318316.28998798,5.100000000000001,,1331198.749291745,5.4321106912417605
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Puma,,,,140661082.80045983,4.5600000000000005,,1152663.8934224783,4.703578531905872
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Saucony,,,,136034073.4978131,4.41,,1016480.5645283356,4.147866684033153
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Converse,,,,77116821.71077842,2.5000000000000004,,1099070.376635063,4.484883978837026
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Brooks Sports,,,,66320466.67126945,2.1500000000000004,,513551.1213522106,2.095604836077829
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,On,,,,61693457.36862272,2.0,,417145.89182598935,1.702212130233097
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Vans,,,,55524111.631760456,1.8000000000000005,,871150.2757540743,3.5548296068634686
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Allbirds,,,,37016074.42117363,1.2,,356317.2614120868,1.4539938579572589
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Fila,,,,9694132.943183905,0.314267779977406,,115199.00668267606,0.4700828904431695
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Reebok,,,,9357574.362384437,0.3033571066206347,,85587.51040072352,0.3492497499204334
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Mizuno,,,,9294713.925659452,0.3013192750771896,,66522.29865392545,0.2714519450354223
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Timberland,,,,7924296.158094699,0.2568925943231379,,55986.749950081125,0.2284604182009058
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Salomon,,,,7861055.123684877,0.2548424244313144,,63707.65733590149,0.2599664751130811
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Merrell,,,,7744902.114076965,0.2510769356886787,,66951.76755305783,0.2732044426243617
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Champion,,,,7185184.168998336,0.2329318042938121,,81642.32080805697,0.3331509468103029
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Keds,,,,7074619.818104059,0.2293474906368988,,115521.03196096732,0.4713969518919101
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Anta Sports,,,,6568426.5438320935,0.2129375406725963,,51801.92209433101,0.2113837434006018
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,The North Face,,,,6330398.384943001,0.2052210608693374,,45087.039713570986,0.1839828880509673
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Li-Ning,,,,6300728.029614347,0.2042591969507254,,52082.003317923896,0.2125266472757027
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,La Sportiva,,,,6030226.534977056,0.1954899852328272,,36418.09929758716,0.1486082725471157
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Diadora,,,,5383917.872851117,0.1745377257974644,,44954.83935658269,0.18344342918131
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Athletic Propulsion Labs,,,,5353026.388485748,0.1735362748921994,,34301.50633491039,0.1399712697947613
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,VEJA,,,,5340487.913750757,0.1731297982488149,,36961.48169023732,0.150825607341126
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Lululemon,,,,5326249.430682899,0.1726682101428742,,37154.60226820453,0.1516136582289687
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Wilson Sporting Goods,,,,5318785.171120087,0.1724262311752111,,40275.498038014695,0.1643488349157382
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,AND1,,,,4370860.8003201,0.1416960885885808,,55159.74565839348,0.2250857313955212
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,British Knights,,,,4308372.252374944,0.1396703130651965,,49723.41315089155,0.2029021469000745
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,K-Swiss,,,,3917667.8560563056,0.1270043217921137,,34543.11139954551,0.1409571672464836
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Macbeth Footwear,,,,3335272.2350914376,0.1081240175976182,,28888.003358230435,0.1178808438442127
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Spira,,,,3068124.451488186,0.0994635276527275,,24864.73102451501,0.1014634150647908
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Cariuma,,,,2641454.2559228977,0.0856315845662538,,22014.079631874287,0.0898310018618745
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,KangaROOs,,,,2616409.926266318,0.0848196887599631,,22052.41723362396,0.0899874428865162
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Heelys,,,,2497779.98705789,0.0809739020503739,,35522.45878763958,0.1449535077028849
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Craft,,,,2113984.6255707336,0.0685318902761285,,16944.831400653406,0.0691453472757174
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Kappa,,,,2078388.9849343828,0.0673779383935597,,17586.94653320842,0.0717655724512714
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Topo Athletic,,,,1401832.869810335,0.0454451064862287,,10164.698114786686,0.0414782280496844
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Autry,,,,1262906.305648188,0.040941336715893,,11599.459777940165,0.0473329392067873
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Altra Running,,,,937638.2953087076,0.0303966850068477,,6142.33428257099,0.0250645065158652
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Arc'teryx,,,,784383.4386851985,0.0254284156583558,,4763.207153965776,0.0194368185212185
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Xero Shoes,,,,545364.9497847253,0.0176798309916765,,4061.338028702089,0.0165727602570217
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q3,,Lacoste,,,,264477.3027924368,0.0085739173673527,,2119.9412951773384,0.0086506660109653
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Nike,,,,1001674585.4173424,25.35,,8479226.979443047,23.13721872387677
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Skechers,,,,415685074.5006091,10.52,,4620830.636414116,12.60883443501434
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Jordan Brand,,,,337842907.50762427,8.549999999999999,,2396732.345074519,6.53995000075133
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Under Armour,,,,321642253.46339905,8.14,,2874039.1054467345,7.842374259459212
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Adidas,,,,274225705.04127634,6.94,,2106489.5024361503,5.747965996850448
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Asics,,,,244985500.18096733,6.2,,2317840.237536525,6.324677552906789
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Hoka One One,,,,220486950.1628706,5.58,,1688694.4806022488,4.607931082659155
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,New Balance,,,,201520330.79402155,5.100000000000001,,1990737.1701598028,5.432113262141295
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Puma,,,,180182884.0040663,4.5600000000000005,,1723726.21552284,4.703521979694892
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Saucony,,,,174255815.45130098,4.410000000000001,,1520072.4065760889,4.147812982521533
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Converse,,,,98784475.8794223,2.5,,1643584.4530217904,4.484839605417236
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Brooks Sports,,,,84954649.25630319,2.1500000000000004,,768009.9776151858,2.095664484189742
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,On,,,,79027580.70353785,2.0,,623811.030448375,1.7021896322439345
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Vans,,,,71124822.63318405,1.7999999999999996,,1302727.3423028989,3.554744734338588
2025-01-15,product_type.country.year.quarter.brand,athletic_footwear,USA,2022,Q4,,Allbirds,,,,47416548.42212271,1.2,,532852.9502692858,1.4539928330652263
