recorded_time,agg_level,product_type,country,year,quarter,month,brand,total_market_size_rev,market_share_rev_pct,average_unit_price,market_share_unit_sold,market_share_unit_pct
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,July,Cariuma,814079.9841051125,0.0748338798164847,126.28,6446.626418317331,0.0794936987581173
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,July,Heelys,782522.2501195765,0.0719329515066575,74.0,10574.625001615896,0.1303962723774405
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,July,Topo Athletic,590022.144801192,0.0542374792836276,145.14,4065.193225859116,0.0501281173625589
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,July,Kappa,578164.5661736795,0.0531474775255065,124.37,4648.746210289294,0.0573239407504141
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,July,Autry,466288.0727377624,0.0428632889598383,114.58,4069.5415669206,0.0501817369911846
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,July,Altra Running,411716.6923665778,0.037846843156167,160.65,2562.817879655013,0.0316022457759214
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,July,Arc'teryx,323493.63126003294,0.0297369840750019,173.3,1866.6683858051524,0.0230179887453797
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,July,Xero Shoes,194209.07553312904,0.0178525684226136,141.32,1374.2504637215472,0.0169459567365155
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,July,Lacoste,91999.69986933154,0.0084570246383619,131.29,700.7365364409441,0.008640820100629
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Nike,313205605.6033353,26.73,146.85,2132826.7320622085,24.705302224723034
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Skechers,119634464.39244495,10.21,111.83,1069788.6469860054,12.3917482105133
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Jordan Brand,105456432.86307584,8.999999999999998,175.23,601817.2280036287,6.971066274801848
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Under Armour,100417958.84850667,8.57,139.12,721808.2148397547,8.360965205392892
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Adidas,85654058.24767606,7.31,161.83,529284.1762817528,6.130889744222736
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Asics,75342762.58995308,6.43,131.39,573428.4389219354,6.642228679363882
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Hoka One One,68781028.98958392,5.869999999999999,162.31,423763.3478503107,4.908603883766872
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,New Balance,61516252.50346092,5.25,125.84,488844.9817503252,5.66246795092624
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Puma,56243430.860307135,4.800000000000001,129.94,432841.5488710723,5.013759964428826
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Saucony,52728216.43153793,4.5,142.5,370022.571449389,4.286105064328168
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Converse,23434762.858461305,2.0,74.71,313676.3868084769,3.633426860404016
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Brooks Sports,21677155.64407671,1.8500000000000003,137.51,157640.5762786467,1.826007720785581
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Vans,16755855.443799833,1.43,67.87,246881.6184440818,2.8597189381119867
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,On,11717381.429230653,1.0,157.48,74405.52088665642,0.8618660170840234
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Allbirds,5858690.714615326,0.5,110.62,52962.30984103531,0.613481560162683
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Salomon,3489724.52568254,0.2978246075507051,131.39,26560.04662213669,0.307654611149858
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Reebok,3134414.2826349987,0.2675012588406282,116.42,26923.331752576865,0.3118626740020122
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,The North Face,3013968.98867241,0.2572220599692728,149.51,20158.97925672136,0.2335087363602574
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Fila,2688305.680592492,0.2294288785279394,89.61,30000.06339239473,0.3475015676277374
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,La Sportiva,2546705.245865032,0.2173442301290899,176.32,14443.654978817109,0.1673060713826867
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Timberland,2518883.974428053,0.2149698710109704,150.72,16712.34059466596,0.1935850761184511
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Merrell,2511101.0074628745,0.2143056469253941,123.18,20385.622726602323,0.2361340295153443
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Champion,2465169.6408345643,0.2103857125180591,93.71,26306.36688543981,0.3047161471531484
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Mizuno,2465169.025433847,0.2103856599977309,148.78,16569.223184795315,0.1919272954786449
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Keds,2446504.3557584407,0.2087927554918791,65.21,37517.318751087885,0.4345766510112648
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Lululemon,2040813.0103070736,0.1741697172386979,152.65,13369.23033283376,0.1548606227216768
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Diadora,1937070.908820099,0.1653160239358432,127.53,15189.139095272476,0.1759412831061223
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,VEJA,1890549.076484596,0.1613456972364453,153.86,12287.46312546858,0.1423301225207013
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Anta Sports,1818296.1888679103,0.1551793973636392,135.02,13466.865567085692,0.1559915668971764
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,K-Swiss,1735439.127711997,0.1481081023258917,120.77,14369.78660024838,0.1664504272790392
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Wilson Sporting Goods,1735269.2644924703,0.1480936056381673,140.63,12339.253818477357,0.1429300328200121
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Li-Ning,1653738.668183911,0.1411355154879935,128.82,12837.592518117612,0.1487024699335437
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,AND1,1573039.3312925238,0.1342483677597416,84.38,18642.3243812814,0.2159407752572403
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Athletic Propulsion Labs,1385138.062962012,0.1182122534226453,166.17,8335.668670409894,0.0965550603112119
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Spira,1249227.428287559,0.1066131913373738,131.39,9507.781629405275,0.110132067978167
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,British Knights,1210695.665618623,0.1033247635515536,92.27,13121.227545449472,0.1519879168788639
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,KangaROOs,1124274.216868505,0.0959492719135903,126.34,8898.798613808021,0.1030779977980233
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Macbeth Footwear,1117054.1335537166,0.095333086176325,122.94,9086.173202812077,0.105248425325487
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Craft,983109.7244045492,0.0839018282661725,132.84,7400.705543545236,0.0857250447872459
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Cariuma,876857.1136389573,0.0748338798164847,127.77,6862.7777540812185,0.079494032950229
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Heelys,842865.8301338586,0.0719329515066575,74.88,11256.221022086787,0.1303848728443374
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Topo Athletic,635521.2325262611,0.0542374792836276,146.85,4327.689700553362,0.0501291925779714
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Kappa,622749.2661678239,0.0531474775255065,125.84,4948.73860591087,0.0573230263163339
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Autry,502245.5060537568,0.0428632889598383,115.94,4331.94329872138,0.0501784635415727
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Altra Running,443465.8971530764,0.037846843156167,162.55,2728.181465106591,0.0316015110867337
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Arc'teryx,348439.5849617552,0.0297369840750019,175.35,1987.109124389821,0.0230174025548191
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Xero Shoes,209185.3536992033,0.0178525684226136,142.99,1462.9369445360044,0.0169457269112194
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,August,Lacoste,99094.18344408818,0.0084570246383619,132.84,745.9664517019586,0.0086407987867734
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Nike,247568596.9011176,26.73,143.13,1729676.4962000807,24.70566427493967
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Skechers,94563238.84625554,10.21,109.0,867552.6499656471,12.391603029799285
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Jordan Brand,83356429.93303622,9.0,170.79,488063.8792261621,6.971212461622915
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Under Armour,79373844.94734672,8.57,135.6,585352.8388447398,8.360829756692354
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Adidas,67703944.75672165,7.31,157.73,429239.4899937973,6.131000078124659
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Asics,59553538.27438032,6.43,128.07,465007.7166735404,6.641892029308029
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Hoka One One,54366915.96743585,5.87,158.2,343659.39296735683,4.908625171373641
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,New Balance,48624584.12760447,5.250000000000001,122.65,396449.9317375008,5.662653644682731
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Puma,44456762.630952656,4.8,126.65,351020.6287481457,5.013768659331292
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Saucony,41678214.96651811,4.5,138.9,300059.1430274882,4.285865285531236
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Converse,18523651.096230272,2.0,72.82,254375.87333466456,3.633352791725649
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Brooks Sports,17134377.264013004,1.8500000000000003,134.03,127839.86617931064,1.8259881669883768
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Vans,13244410.533804644,1.43,66.15,200217.8463160188,2.85979193438889
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,On,9261825.548115136,1.0,153.49,60341.556766663205,0.8618826968970671
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Allbirds,4630912.774057568,0.5,107.82,42950.40599200119,0.6134779036669026
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Salomon,2758399.5590704856,0.2978246075507051,128.07,21538.217842355632,0.3076390181995056
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Reebok,2477549.99328309,0.2675012588406282,113.47,21834.405510558656,0.3118695856547939
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,The North Face,2382345.846562214,0.2572220599692727,145.72,16348.791151264166,0.2335163519719324
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Fila,2124930.2486254736,0.2294288785279394,87.34,24329.40518233884,0.3475066683072458
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,La Sportiva,2013004.343345021,0.2173442301290899,171.85,11713.729085510744,0.1673118983983399
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Timberland,1991013.443404421,0.2149698710109704,146.9,13553.529226714914,0.1935905029359129
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Merrell,1984861.5157989576,0.2143056469253941,120.06,16532.24650840378,0.2361367185392573
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Champion,1948555.7671581656,0.210385712518059,91.34,21332.995042239607,0.3047077384993025
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Mizuno,1948555.2807240493,0.2103856599977309,145.02,13436.458976169144,0.1919183415156005
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Keds,1933802.077076043,0.2087927554918791,63.56,30424.8281478295,0.4345700432967327
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Lululemon,1613129.5368293624,0.1741697172386979,148.78,10842.38161600593,0.154866092436533
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Diadora,1531128.174001806,0.1653160239358432,124.3,12318.006226885003,0.175943031570705
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,VEJA,1494355.700742959,0.1613456972364453,149.96,9965.02867926753,0.1423345079735943
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Anta Sports,1437244.5070436646,0.1551793973636392,131.6,10921.310843796844,0.1559934703060748
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,K-Swiss,1371751.4060047949,0.1481081023258917,117.71,11653.652247088565,0.166453796779905
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Wilson Sporting Goods,1371617.1402120665,0.1480936056381673,137.06,10007.421130979616,0.1429400163921288
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Li-Ning,1307172.5230930983,0.1411355154879935,125.56,10410.740069234616,0.1487007828164535
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,AND1,1243384.9623099314,0.1342483677597416,82.24,15118.98057283477,0.2159504734164945
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Athletic Propulsion Labs,1094861.2688501177,0.1182122534226453,161.97,6759.654682040609,0.0965508634452192
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Spira,987432.779294577,0.1066131913373738,128.07,7710.10212613865,0.1101264861217411
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,British Knights,956975.9348147352,0.1033247635515536,89.93,10641.342542140945,0.1519945705791426
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,KangaROOs,888665.4179323369,0.0959492719135903,123.14,7216.707957871828,0.1030791390003617
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Macbeth Footwear,882958.4131285493,0.095333086176325,119.83,7368.425378691057,0.1052461798728336
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Craft,777084.0965692053,0.0839018282661725,129.48,6001.576278724168,0.0857229250604614
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Cariuma,693098.3399488964,0.0748338798164847,124.54,5565.266901789758,0.0794909429469097
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Heelys,666230.4480156883,0.0719329515066575,72.98,9128.945574344863,0.1303923970982094
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Topo Athletic,502338.0712944682,0.0542374792836276,143.13,3509.6630426498164,0.0501299272091395
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Kappa,492242.6651636116,0.0531474775255065,122.65,4013.393111810938,0.0573249061553339
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Autry,396992.304764472,0.0428632889598383,113.0,3513.2062368537345,0.0501805360753959
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Altra Running,350530.85885929404,0.037846843156167,158.44,2212.3886572790584,0.0316004359962687
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Arc'teryx,275418.75882974576,0.0297369840750019,170.91,1611.484166109331,0.0230174757417024
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Xero Shoes,165347.37431603708,0.0178525684226136,139.37,1186.3914351441276,0.0169457054887009
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q3,September,Lacoste,78327.48685661973,0.0084570246383619,129.48,604.9388852071341,0.0086405851253787
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Nike,357204731.2286406,26.73,146.12,2444598.4891092293,24.70490661842808
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Skechers,136440714.7715833,10.21,111.27,1226212.9484279975,12.39200487122099
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Jordan Brand,120270953.27563655,9.0,174.35,689824.7965336195,6.971311345139979
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Under Armour,114524674.39691173,8.57,138.43,827311.0915040938,8.360736272665351
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Adidas,97686740.9383226,7.31,161.02,606674.5804143745,6.131002258114163
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Asics,85926914.3958159,6.429999999999998,130.74,657235.0802800665,6.641962415100154
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Hoka One One,78443388.41422074,5.869999999999999,161.5,485717.5753202522,4.908620943142526
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,New Balance,70158056.07745467,5.250000000000001,125.21,560323.1058018903,5.662578156148396
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Puma,64144508.41367284,4.8,129.29,496128.9226829054,5.013837143476548
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Saucony,60135476.63781828,4.499999999999999,141.79,424116.4866197777,4.286085524455728
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Converse,26726878.505697016,2.0,74.34,359522.1752178775,3.633300849027457
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Brooks Sports,24722362.61776974,1.85,136.82,180692.6079357532,1.826064290549252
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Vans,19109718.131573368,1.43,67.53,282981.16587551264,2.859783849525268
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,On,13363439.25284851,1.0,156.69,85285.84627511972,0.8618915856682021
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Allbirds,6681719.626424254,0.5,110.07,60704.27570113795,0.6134723019821504
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Salomon,3979961.051007296,0.2978246075507051,130.74,30441.80091025925,0.3076422783271753
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Reebok,3574736.82257724,0.2675012588406282,115.84,30859.26124462396,0.3118610973370552
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,The North Face,3437371.3728919327,0.2572220599692728,148.76,23106.825577385946,0.2335156348499724
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Fila,3065958.8810572773,0.2294288785279394,89.16,34387.15658431222,0.3475137107682058
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,La Sportiva,2904466.4162872205,0.21734423012909,175.44,16555.326130228117,0.1673067327444597
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Timberland,2872736.812447782,0.2149698710109704,149.96,19156.687199571767,0.1935958688071948
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Merrell,2863860.494229906,0.2143056469253941,122.56,23367.0079490038,0.2361450160032442
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Champion,2811476.688902332,0.210385712518059,93.25,30149.884063295784,0.304692191236511
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Mizuno,2811475.9870501184,0.2103856599977309,148.04,18991.326580992423,0.1919247483108973
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Keds,2790189.304450578,0.2087927554918791,64.89,42998.7564254982,0.4345418140987007
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Lululemon,2327506.436005142,0.1741697172386979,151.88,15324.640742725454,0.1548695297803051
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Diadora,2209190.6433890904,0.1653160239358432,126.89,17410.28168799031,0.1759468416668527
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,VEJA,2156133.4237277247,0.1613456972364453,153.09,14084.090559329314,0.1423326340189717
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Anta Sports,2073730.449962633,0.1551793973636392,134.34,15436.433303279982,0.1559992959899459
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,K-Swiss,1979233.628286725,0.1481081023258917,120.16,16471.651367233066,0.1664611226308475
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Wilson Sporting Goods,1979039.902680953,0.1480936056381673,139.92,14144.081637228082,0.1429388988039786
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Li-Ning,1886055.887643261,0.1411355154879935,128.17,14715.267907023965,0.148711259181317
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,AND1,1794019.9073513737,0.1342483677597416,83.95,21370.10014712773,0.215964433796906
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Athletic Propulsion Labs,1579722.2675558538,0.1182122534226453,165.34,9554.386522050643,0.0965558261919887
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Spira,1424718.9059893107,0.1066131913373738,130.74,10897.345158247748,0.1101276531596763
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,British Knights,1380774.2010361226,0.1033247635515536,91.8,15041.113301047088,0.1520042253134852
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,KangaROOs,1282212.2665723076,0.0959492719135903,125.71,10199.763476034585,0.1030779513805993
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Macbeth Footwear,1273977.9059038917,0.095333086176325,122.32,10415.123494963143,0.1052543616093856
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Craft,1121216.985237924,0.0839018282661725,132.18,8482.501023134544,0.0857234415389086
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Cariuma,1000038.0069825604,0.0748338798164847,127.13,7866.262935440576,0.0794957912809943
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Heelys,961271.627737316,0.0719329515066575,74.5,12902.974868957264,0.1303963782427382
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Topo Athletic,724799.2596343877,0.0542374792836276,146.12,4960.301530484448,0.0501283898586213
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Kappa,710233.0873542381,0.0531474775255065,125.21,5672.3351757386645,0.0573241419600611
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Autry,572800.9581920916,0.0428632889598383,115.35,4965.764700408249,0.0501836001941465
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Altra Running,505763.9894295231,0.037846843156167,161.74,3127.018606587876,0.0316013869001408
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Arc'teryx,397388.3802492117,0.0297369840750019,174.47,2277.6888877698843,0.0230181322327046
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Xero Shoes,238571.7136229197,0.0178525684226136,142.27,1676.89402982301,0.0169465499550695
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,October,Lacoste,113014.9350145928,0.0084570246383619,132.18,855.0078303419034,0.0086406371846848
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,November,Nike,352793060.8411131,26.73,108.17,3261468.6219942044,24.70596651624335
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,November,Skechers,134755598.622812,10.21,82.38,1635780.5125371693,12.3912087634791
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,November,Jordan Brand,118785542.37074517,8.999999999999998,129.08,920247.4618124042,6.970970937716288
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,November,Under Armour,113110233.12414289,8.569999999999999,102.48,1103729.8314221592,8.360869110990098
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,November,Adidas,96480257.19223855,7.31,119.2,809398.1308073705,6.131275641649385
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,November,Asics,84865670.82709903,6.429999999999998,96.79,876802.0542111687,6.641867423353985
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,November,Hoka One One,77474570.41291934,5.869999999999999,119.56,647997.4106132431,4.908648276197221
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q4,November,New Balance,69291566.38293467,5.25,92.69,747562.4812054663,5.66286411738315
